0.00, 27.50, 42.38, 42.63, 29.79, 31.35, 2.26, 15.01, 18.75, 17.00, 44.98, 20.05, 34.89, 41.77, 32.35, 47.49, 39.10, 24.60, 29.80, 47.15, 33.46, 39.87, 39.87, 16.40, 26.98, 20.22, 38.50, 46.91, 21.36, 37.44, 37.32, 47.31, 19.10, 10.94, 24.14, 12.60, 10.95, 45.80, 7.99, 3.02, 49.70, 25.88, 19.84, 48.36, 26.68, 9.59, 11.65, 31.48, 1.69, 37.59
11.32, 0.00, 4.04, 45.39, 15.09, 11.86, 26.23, 21.03, 46.84, 7.62, 7.43, 7.07, 38.00, 43.08, 32.14, 33.05, 40.84, 4.34, 30.11, 19.39, 39.61, 1.79, 20.43, 44.11, 6.32, 29.23, 28.88, 49.11, 40.96, 19.16, 26.59, 37.78, 40.74, 12.20, 48.52, 4.04, 31.89, 4.65, 2.86, 40.51, 8.83, 13.74, 41.26, 2.99, 47.79, 1.16, 49.37, 38.51, 49.57, 26.78
36.78, 31.23, 0.00, 22.83, 38.77, 13.11, 4.81, 25.48, 47.40, 12.77, 42.90, 27.91, 11.94, 16.32, 31.08, 4.87, 42.86, 25.76, 11.40, 39.54, 36.13, 6.95, 27.69, 38.62, 13.07, 41.50, 27.55, 20.41, 35.20, 5.22, 30.06, 39.92, 30.85, 34.48, 27.00, 12.34, 0.41, 35.84, 15.59, 47.58, 17.97, 19.77, 41.44, 11.47, 42.00, 19.29, 10.08, 43.03, 4.57, 14.80
11.51, 34.92, 24.77, 0.00, 5.18, 1.95, 38.32, 37.04, 31.45, 42.46, 10.46, 6.04, 36.15, 49.36, 0.94, 7.50, 39.54, 48.57, 26.58, 20.41, 12.56, 38.14, 37.81, 28.85, 18.00, 9.63, 37.07, 24.09, 25.40, 38.79, 29.41, 42.01, 3.55, 35.26, 36.29, 1.28, 17.39, 36.03, 5.07, 44.98, 18.38, 40.91, 23.47, 31.20, 39.59, 9.35, 26.92, 13.63, 11.72, 36.63
40.45, 33.24, 2.03, 30.80, 0.00, 15.16, 16.83, 34.86, 39.51, 48.72, 32.62, 32.20, 4.36, 2.27, 11.96, 15.95, 42.79, 48.90, 25.96, 28.27, 31.35, 14.50, 11.18, 43.92, 41.32, 16.07, 17.21, 12.45, 9.62, 47.92, 16.31, 15.05, 15.59, 36.10, 4.88, 37.88, 7.74, 5.77, 1.05, 42.66, 0.77, 48.40, 1.65, 37.99, 38.01, 7.34, 9.00, 6.00, 26.28, 34.63
35.06, 14.96, 36.36, 46.16, 13.89, 0.00, 40.07, 26.08, 13.10, 46.33, 46.37, 28.85, 18.81, 9.25, 36.58, 16.37, 27.52, 3.47, 17.80, 37.85, 8.27, 40.92, 1.51, 1.57, 48.41, 33.54, 45.03, 35.86, 22.53, 0.64, 16.01, 37.60, 37.15, 49.30, 35.83, 14.42, 4.97, 35.73, 37.28, 26.93, 42.65, 33.20, 33.55, 4.66, 20.84, 33.37, 20.02, 21.69, 20.53, 35.64
37.57, 27.30, 23.02, 5.91, 44.51, 16.61, 0.00, 17.59, 24.25, 48.59, 37.68, 23.54, 36.17, 47.80, 46.18, 19.06, 2.66, 2.98, 31.33, 3.36, 7.46, 6.10, 17.58, 33.11, 13.34, 13.23, 3.13, 38.13, 1.50, 25.91, 6.53, 31.68, 15.03, 48.11, 36.89, 42.61, 36.95, 8.54, 28.04, 47.81, 26.81, 3.72, 22.25, 6.17, 13.23, 2.61, 34.76, 49.98, 21.87, 39.26
38.96, 27.79, 45.15, 27.85, 32.58, 49.96, 37.24, 0.00, 28.41, 2.23, 21.77, 5.72, 40.65, 42.89, 27.16, 3.25, 2.74, 36.81, 28.70, 43.91, 48.82, 49.62, 43.74, 22.31, 35.85, 28.08, 21.91, 47.69, 36.02, 32.96, 43.13, 8.26, 2.50, 9.03, 5.78, 9.68, 31.52, 9.03, 0.11, 26.02, 1.79, 30.24, 13.68, 36.57, 46.32, 17.97, 1.23, 19.74, 25.21, 31.59
8.22, 26.17, 41.85, 37.06, 48.41, 26.21, 19.39, 38.88, 0.00, 46.84, 29.79, 35.01, 32.35, 43.15, 12.40, 40.79, 34.18, 3.75, 20.85, 37.14, 37.42, 40.51, 8.89, 37.44, 34.52, 33.05, 21.38, 8.34, 0.19, 34.12, 7.54, 42.05, 12.03, 3.39, 4.88, 19.90, 44.15, 9.32, 39.02, 11.77, 14.93, 44.12, 11.51, 3.43, 36.84, 32.04, 6.02, 46.45, 15.68, 2.82
21.86, 24.53, 25.63, 47.50, 6.85, 47.26, 30.60, 32.75, 34.06, 0.00, 15.72, 22.00, 2.93, 1.10, 24.43, 33.81, 7.70, 37.10, 31.44, 37.98, 49.12, 18.48, 9.59, 44.25, 42.31, 44.03, 18.51, 21.07, 19.32, 15.20, 6.03, 16.64, 39.53, 5.59, 14.43, 8.62, 20.95, 48.09, 5.35, 6.61, 11.03, 35.09, 10.78, 37.84, 8.91, 24.29, 20.71, 3.02, 16.11, 11.16
15.32, 1.28, 27.37, 0.54, 8.11, 17.93, 14.82, 49.84, 5.96, 29.54, 0.00, 38.87, 40.68, 20.64, 39.84, 7.60, 27.62, 47.69, 35.42, 48.21, 34.34, 42.12, 42.16, 27.77, 21.79, 16.34, 28.75, 30.17, 19.90, 23.61, 28.71, 33.86, 5.36, 34.61, 3.59, 49.10, 12.51, 23.09, 38.98, 10.15, 19.99, 45.54, 18.97, 45.49, 48.51, 22.11, 11.08, 25.19, 4.79, 11.71
37.14, 33.45, 41.80, 38.24, 13.86, 14.30, 1.74, 1.96, 18.39, 43.94, 8.22, 0.00, 5.92, 44.77, 2.89, 12.97, 12.09, 16.92, 6.15, 13.97, 49.03, 5.64, 8.55, 31.99, 11.46, 4.55, 6.29, 30.96, 21.36, 2.68, 12.97, 17.07, 7.77, 10.32, 28.44, 37.84, 22.06, 9.34, 30.86, 30.71, 26.94, 20.49, 25.65, 26.83, 27.45, 23.30, 31.78, 8.75, 29.48, 25.66
30.92, 4.43, 27.43, 23.55, 43.54, 2.05, 11.31, 11.53, 32.76, 9.55, 49.37, 31.49, 0.00, 46.24, 38.37, 45.35, 43.54, 35.58, 24.74, 12.27, 49.06, 31.52, 8.18, 4.93, 48.98, 27.81, 12.92, 36.20, 35.16, 39.56, 34.94, 49.29, 35.39, 18.57, 44.29, 47.87, 28.56, 21.52, 17.79, 24.34, 3.75, 29.00, 43.06, 17.12, 3.64, 20.76, 5.90, 11.76, 19.64, 6.16
33.61, 45.54, 14.52, 38.12, 14.47, 17.50, 1.47, 11.71, 34.34, 20.25, 13.54, 5.01, 21.02, 0.00, 2.08, 18.16, 47.24, 28.43, 8.99, 45.31, 17.13, 11.44, 0.21, 6.34, 23.22, 11.13, 49.96, 6.15, 14.51, 20.29, 8.13, 32.61, 47.78, 23.63, 46.03, 47.52, 46.19, 31.15, 42.51, 41.37, 49.16, 37.07, 10.06, 8.91, 14.49, 10.32, 22.16, 23.87, 26.50, 30.52
14.98, 46.64, 20.73, 6.27, 23.04, 6.12, 5.66, 3.81, 10.61, 45.88, 42.83, 32.26, 38.26, 11.63, 0.00, 19.49, 24.93, 20.70, 33.02, 18.18, 2.26, 42.83, 29.34, 30.24, 44.48, 15.30, 35.85, 15.03, 4.74, 40.66, 2.52, 25.16, 32.65, 27.76, 26.50, 22.98, 45.57, 20.55, 45.27, 20.65, 38.25, 31.83, 7.65, 11.19, 8.19, 6.74, 39.02, 30.29, 30.96, 16.62
0.71, 35.61, 4.92, 1.67, 21.72, 17.25, 4.91, 48.71, 17.99, 19.43, 12.26, 28.59, 12.82, 34.13, 22.89, 0.00, 48.87, 45.16, 40.60, 40.87, 1.39, 35.14, 36.96, 8.66, 41.44, 27.95, 14.13, 40.96, 2.36, 28.30, 18.63, 7.40, 2.72, 32.13, 13.59, 35.77, 36.88, 14.97, 27.43, 49.12, 8.96, 25.39, 17.16, 24.19, 47.70, 24.75, 33.27, 9.15, 25.06, 5.51
21.13, 21.57, 2.62, 45.28, 6.03, 49.27, 46.87, 17.63, 47.88, 7.13, 33.48, 32.17, 44.46, 13.26, 30.94, 27.13, 0.00, 3.64, 29.30, 47.40, 5.53, 2.88, 28.88, 19.76, 48.01, 16.19, 41.93, 33.32, 43.40, 8.48, 29.80, 28.29, 30.94, 41.30, 4.77, 19.92, 28.58, 5.94, 48.43, 28.54, 35.85, 14.49, 5.98, 23.77, 17.91, 18.22, 28.66, 16.79, 23.75, 45.92
20.05, 5.25, 20.77, 33.76, 49.30, 47.76, 45.28, 46.46, 25.46, 2.04, 39.36, 28.05, 3.58, 37.85, 1.99, 21.70, 13.96, 0.00, 37.52, 0.99, 24.01, 49.74, 30.46, 22.24, 21.11, 38.45, 37.15, 21.63, 21.39, 36.05, 35.55, 48.20, 5.69, 26.60, 7.75, 43.07, 0.36, 44.45, 21.01, 48.41, 32.53, 31.61, 44.48, 28.27, 9.84, 22.88, 29.99, 2.17, 49.75, 31.60
41.06, 33.24, 9.67, 34.94, 17.93, 1.91, 40.37, 21.15, 37.53, 31.07, 31.91, 44.07, 1.85, 46.69, 27.98, 35.28, 31.84, 13.60, 0.00, 24.95, 1.82, 20.94, 36.32, 40.00, 2.23, 5.11, 16.92, 18.38, 41.14, 20.35, 41.14, 11.09, 34.71, 12.16, 20.09, 43.98, 40.89, 0.81, 45.13, 22.13, 5.02, 31.77, 44.17, 32.16, 17.41, 20.30, 34.95, 47.90, 28.11, 29.48
47.14, 48.72, 34.16, 11.18, 28.66, 20.10, 2.16, 36.94, 22.14, 22.91, 1.20, 45.44, 1.32, 9.99, 28.60, 3.38, 23.59, 30.58, 42.22, 0.00, 26.57, 40.28, 8.81, 46.12, 1.01, 33.27, 42.13, 3.09, 47.16, 26.15, 22.31, 46.39, 2.95, 6.89, 3.73, 48.64, 38.48, 13.60, 0.71, 10.15, 12.49, 44.84, 19.30, 5.65, 45.21, 1.95, 11.83, 25.18, 9.47, 9.38
37.40, 21.37, 15.79, 5.57, 4.19, 24.55, 38.99, 14.95, 47.28, 7.25, 41.22, 3.74, 38.58, 34.72, 48.55, 33.94, 39.75, 36.03, 10.28, 16.58, 0.00, 34.06, 40.72, 14.64, 3.58, 28.33, 17.08, 22.83, 17.10, 11.26, 13.07, 17.74, 33.65, 23.00, 46.99, 38.36, 47.42, 23.49, 10.96, 21.33, 30.60, 20.57, 15.71, 38.76, 15.25, 38.92, 43.70, 34.47, 38.67, 28.70
6.88, 28.55, 3.07, 41.85, 48.34, 36.88, 20.00, 14.32, 17.85, 32.09, 18.74, 2.20, 18.15, 44.25, 47.91, 36.25, 31.72, 3.00, 18.05, 26.43, 24.09, 0.00, 49.82, 42.09, 2.49, 0.11, 0.86, 14.23, 14.34, 10.37, 38.64, 8.39, 29.75, 41.65, 8.08, 41.98, 29.16, 36.84, 11.77, 21.14, 39.86, 40.25, 13.28, 44.23, 42.94, 5.37, 14.94, 37.18, 22.92, 37.47
16.50, 48.72, 39.64, 8.62, 34.78, 35.57, 8.88, 9.90, 27.18, 1.78, 43.02, 43.29, 1.86, 17.43, 37.47, 38.09, 4.97, 49.76, 43.85, 46.05, 2.41, 44.93, 0.00, 43.78, 26.94, 26.30, 2.25, 44.11, 29.99, 7.73, 41.21, 49.12, 16.27, 0.43, 2.78, 5.10, 8.72, 12.19, 2.05, 34.42, 20.90, 15.73, 38.22, 43.80, 16.07, 18.56, 2.15, 3.28, 23.09, 22.80
